epochs_part,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10
15,-4.71783021854,-7.81639511803,-7.833948923,-10.7089277077,-9.44524766998,-13.7348061875,-14.2527964857,-13.0678201684,-10.1975542847,-10.7013578312,
16,-4.44277373934,-7.45679912917,-8.06576330104,-10.603012227,-9.65635506875,-14.0593024916,-15.1363557867,-13.9686979145,-10.9982975271,-11.2564011448,
17,-4.34872838674,-6.95358731286,-7.44607365076,-9.95453955051,-9.41013105755,-14.3183269379,-15.9720561403,-14.9233032586,-11.6605905131,-11.6483763281,
18,-4.69297050437,-6.62750519311,-6.2902777369,-8.73954973639,-8.77587051686,-14.3712055116,-16.2276162696,-15.1183570813,-11.6382685793,-11.5915502793,
19,-6.88098308636,-6.71605461716,-4.17397336903,-6.94734979934,-7.95829271337,-14.6071548019,-15.7039535257,-14.2586100188,-10.2163219261,-10.5369192813,
20,-6.7110455154,-6.95713011796,-4.68899486317,-7.54142967727,-8.44738693288,-15.1194802535,-16.397720464,-14.8317135946,-10.9675684389,-11.2050733925,
21,-6.442362919,-7.18413065654,-5.34164408155,-8.17991432778,-8.83865878821,-15.4201505278,-16.9020243773,-15.2324935774,-11.5984654648,-11.7072265291,
22,-5.90376701187,-7.72474629407,-6.48594916832,-9.1351000837,-9.81995158913,-16.4936724854,-18.3895945176,-16.6968890445,-13.2551433374,-13.1400509003,
23,-5.32694644994,-7.74769826201,-6.96922723435,-9.63384883975,-10.0942204517,-16.5789235503,-18.6269615876,-16.8986280926,-13.6206380722,-13.3024294727,
24,-5.08314581605,-8.19092550171,-7.9842343144,-10.4981229488,-10.8531671848,-17.340822017,-19.5327371595,-17.8219922075,-14.6938672515,-14.0148773606,
25,-4.40472019581,-7.91226598958,-8.0596374358,-10.4075148321,-10.6041785676,-17.0200640148,-19.1668002351,-17.3869722289,-14.4475693064,-13.5099485163,
26,-3.2421426568,-7.32189307988,-7.84709322558,-9.9282449535,-9.97972627665,-16.4194344476,-18.6907429625,-17.097327041,-14.2871079951,-13.0068996581,
27,-2.02496587316,-6.67739651539,-7.58421337042,-9.51381619805,-9.23696850116,-15.5110350238,-17.7175254288,-16.445239786,-13.9050725585,-12.2321945455,
28,-1.74426970631,-6.84000649612,-8.0525687291,-10.0515714983,-9.70025955857,-15.7852985533,-18.0411910458,-16.8513914605,-14.4222697012,-12.4175109887,
29,-1.50703122016,-6.94958850464,-8.32117532214,-10.3372661207,-10.0434475298,-15.993445658,-18.2442517144,-17.0686291575,-14.688393922,-12.5113560607,
30,-1.11277606442,-6.98649318384,-8.50178498979,-10.5373198357,-10.3205622768,-16.0906508434,-18.2550421182,-17.2076238831,-15.0115003157,-12.6644744857,
31,-0.783799507152,-7.19344481707,-8.84990525231,-10.7049680409,-10.6162092913,-16.3235168913,-18.6773054273,-17.7064293996,-15.4996900427,-12.9543000506,
32,-0.559672140885,-7.05892200774,-8.63986902685,-10.7455798043,-10.9477807013,-16.5105000202,-18.5372099591,-17.7098380902,-15.7775755059,-13.2882239881,
